stt,name,price,size,support,of_players,genre,system,publisher,developer,languages,release_date
265,Udon! Road to Mastery,$7.00,"Nintendo Switch: 182 MB , Nintendo Switch 2: 182 MB","TV mode , Tabletop mode , Handheld mode",Single System (1-4),"Party , Simulation",Nintendo Switch,SAT-BOX,Chưa có,"Japanese, American English","October 23, 2025"
266,Claim The Forest,$39.99,"Nintendo Switch: 111 MB , Nintendo Switch 2: 111 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Puzzle,Nintendo Switch,Afil Games,Chưa có,"Portuguese, American English","October 23, 2025"
267,Bananitro,$39.99,"Nintendo Switch: 65 MB , Nintendo Switch 2: 65 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Action,Nintendo Switch,Bad Minions,Chưa có,"Japanese, French, German, Italian, Korean, Simplified Chinese, Latin American Spanish, Brazilian Portuguese, Traditional Chinese, American English","October 23, 2025"
268,Age verification,$59.99,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có
269,Death Frame,$59.99,"Nintendo Switch: 3.3 GB , Nintendo Switch 2: 3.3 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Adventure,Nintendo Switch,EpiXR Games,EpiXR Games,American English,"October 23, 2025"
270,Double Dragon Revive Digital Artworks,$59.99,"Nintendo Switch: 384 MB , Nintendo Switch 2: 384 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,ARC SYSTEM WORKS,Chưa có,"Japanese, French, German, Italian, Spanish, Korean, Simplified Chinese, Brazilian Portuguese, Traditional Chinese, American English","October 23, 2025"
271,Double Dragon Revive Digital Artworks,Chưa có,"Nintendo Switch: 3 MB , Nintendo Switch 2: 3 MB",Chưa có,Chưa có,Chưa có,Nintendo Switch,ARC SYSTEM WORKS,Chưa có,Chưa có,"October 23, 2025"
272,The Good Old Days,$59.99,"Nintendo Switch: 1.1 GB , Nintendo Switch 2: 1.1 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Adventure",Nintendo Switch,Aksys Games,Aksys Games,"Japanese, Korean, Simplified Chinese, Traditional Chinese, American English","October 23, 2025"
273,Becastled,$24.99,"Nintendo Switch: 532 MB , Nintendo Switch 2: 532 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Simulation,Nintendo Switch,Pingle Studio,Chưa có,"Japanese, French, German, Spanish, Simplified Chinese, Brazilian Portuguese, Traditional Chinese, American English","October 23, 2025"
274,Gnomdom,$2.99,"Nintendo Switch: 161 MB , Nintendo Switch 2: 161 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Adventure,Nintendo Switch,Silesia Games,Silesia Games,"Japanese, French, German, Italian, Spanish, Korean, Dutch, Russian, Brazilian Portuguese, American English","October 23, 2025"
275,Chưa có,$59.99,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có
276,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có
277,Chưa có,$59.99,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có
278,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có
279,Unfair Rampage: Knightfall,$59.99,"Nintendo Switch: 369 MB , Nintendo Switch 2: 369 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Shooting",Nintendo Switch,REDDEER.GAMES,Chưa có,"British English, German, Russian, Traditional Chinese","October 23, 2025"
280,Reus 2,$24.99,"Nintendo Switch: 776 MB , Nintendo Switch 2: 776 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Simulation,Nintendo Switch,Firesquid,Chưa có,"French, German, Spanish, Russian, Simplified Chinese, Brazilian Portuguese, American English","October 23, 2025"
281,Chưa có,$59.99,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có
282,Gruniożerca Trilogy,$39.99,"Nintendo Switch: 593 MB , Nintendo Switch 2: 593 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Adventure",Nintendo Switch,Take IT Studio!,Take IT Studio!,"Japanese, British English, French, German, Italian, Spanish, Korean, Portuguese, Simplified Chinese, Latin American Spanish, Canadian French, Brazilian Portuguese, Traditional Chinese, American English","October 23, 2025"
283,Zumba - Marble Zombie Invasion,$39.99,"Nintendo Switch: 608 MB , Nintendo Switch 2: 608 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Puzzle",Nintendo Switch,EpiXR Games,EpiXR Games,American English,"October 23, 2025"
284,Plants vs. Zombies™: Replanted,$59.99,2.6 GB,"TV mode , Tabletop mode , Handheld mode",Chưa có,Strategy,Nintendo Switch 2,Electronic Arts,Electronic Arts,"Japanese, French, German, Spanish, Simplified Chinese, Brazilian Portuguese, Traditional Chinese, American English","October 23, 2025"
285,Plants vs. Zombies™: Replanted,$59.99,"Nintendo Switch: 3 GB , Nintendo Switch 2: 3 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Strategy,Nintendo Switch,Electronic Arts,Electronic Arts,"Japanese, French, German, Spanish, Simplified Chinese, Brazilian Portuguese, Traditional Chinese, American English","October 23, 2025"
286,PowerWash Simulator 2,$39.99,8.1 GB,"TV mode , Tabletop mode , Handheld mode","Single System (1-2) , Online (1-4)",Simulation,Nintendo Switch 2,FuturLab,FuturLab,"Japanese, British English, French, German, Italian, Spanish, Korean, Russian, Simplified Chinese, Brazilian Portuguese, Traditional Chinese, American English","October 23, 2025"
287,Sports Camp's Artbook,$39.99,"Nintendo Switch: 303 MB , Nintendo Switch 2: 303 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Application , Puzzle",Nintendo Switch,Plug In Digital,Chưa có,"Japanese, French, German, Italian, Spanish, Korean, Simplified Chinese, Brazilian Portuguese, Traditional Chinese, American English","October 23, 2025"
288,Sports Camp: A 35-Game Adventure,$59.99,"Nintendo Switch: 2.8 GB , Nintendo Switch 2: 2.8 GB","TV mode , Tabletop mode",Single System (1-4),Sports,Nintendo Switch,Plug In Digital,Chưa có,"Japanese, French, German, Spanish, Korean, Simplified Chinese, Brazilian Portuguese, American English","October 23, 2025"
289,GiLGuL,$59.99,"Nintendo Switch: 1.8 GB , Nintendo Switch 2: 1.8 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Strategy",Nintendo Switch,Skeleton Crew Studio,Chưa có,"Japanese, Simplified Chinese, Traditional Chinese, American English","October 23, 2025"
290,Tayutama:It's happy days,$59.99,"Nintendo Switch: 3.8 GB , Nintendo Switch 2: 3.8 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Narrative adventure,Nintendo Switch,Frontier Works,Chưa có,"Japanese, Simplified Chinese, Traditional Chinese, American English","October 23, 2025"
291,Shroomtopia,$39.99,"Nintendo Switch: 1.2 GB , Nintendo Switch 2: 1.2 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Puzzle,Nintendo Switch,QUByte Interactive,QUByte Interactive,"Japanese, French, German, Italian, Spanish, Korean, Russian, Brazilian Portuguese, American English","October 23, 2025"
292,Double Dragon Revive,$34.99,"Nintendo Switch: 4.7 GB , Nintendo Switch 2: 4.7 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-2) , Online (2-)",Action,Nintendo Switch,ARC SYSTEM WORKS,Chưa có,"Japanese, French, German, Italian, Spanish, Korean, Simplified Chinese, Brazilian Portuguese, Traditional Chinese, American English","October 23, 2025"
293,Oil Refinery - The Simulation,$14.99,"Nintendo Switch: 655 MB , Nintendo Switch 2: 655 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Simulation,Nintendo Switch,Polygon Art,Polygon Art,"Japanese, French, German, Italian, Spanish, Dutch, Portuguese, Russian, Simplified Chinese, American English","October 23, 2025"
294,Windborn - Echoes of the Night,$6.99,"Nintendo Switch: 2.8 GB , Nintendo Switch 2: 2.8 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Simulation,Nintendo Switch,EpiXR Games,EpiXR Games,American English,"October 23, 2025"
295,Mystic Beauty - Anime Shift Puzzles,$3.99,"Nintendo Switch: 217 MB , Nintendo Switch 2: 217 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Puzzle,Nintendo Switch,EpiXR Games,EpiXR Games,American English,"October 23, 2025"
296,Dreamed Away,$18.99,"Nintendo Switch: 747 MB , Nintendo Switch 2: 747 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Role playing,Nintendo Switch,Pineapple Works,Pineapple Works,"Japanese, British English, French, German, Italian, Spanish, Korean, Russian, Simplified Chinese, Brazilian Portuguese, Traditional Chinese, American English","October 23, 2025"
297,SuchArt: Genius Artist Simulator,$19.99,"Nintendo Switch: 1008 MB , Nintendo Switch 2: 1008 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Simulation,Nintendo Switch,HYPETRAIN DIGITAL,Chưa có,"French, German, Russian, Latin American Spanish, Brazilian Portuguese, American English","October 23, 2025"
298,Sailing the winds & New Tanks,$59.99,Chưa có,Chưa có,Chưa có,"Adventure , Shooting , Simulation , Sports",Nintendo Switch,Patyuk Sergey,Chưa có,Chưa có,"October 22, 2025"
299,Super Hentai Puzzle,$59.99,"Nintendo Switch: 206 MB , Nintendo Switch 2: 206 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Puzzle,Nintendo Switch,17Studio,17Studio,"Japanese, Russian, American English","October 22, 2025"
300,Chưa có,$59.99,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có
